protein,missingness_percentage
C1QTNF2,74.11764705882354
C1QTNF3,31.76470588235294
C1QTNF5,22.35294117647059
C1QTNF6,94.11764705882352
C1QTNF7,55.294117647058826
C1R,1.1764705882352942
C1RL,3.5294117647058822
C1S,1.1764705882352942
C1orf122,56.470588235294116
C1orf131,100.0
C1orf174,87.05882352941177
C1orf198,11.76470588235294
C1orf50,34.11764705882353
C1orf52,90.58823529411765
C2,0.0
C20orf27,3.5294117647058822
C2CD2,27.058823529411764
C2CD2L,43.529411764705884
C2CD5,14.117647058823529
C2orf49,63.52941176470588
C2orf69,45.88235294117647
C2orf76,58.82352941176471
C2orf88,50.588235294117645
C3,0.0
C3AR1,28.235294117647058
C3orf38,48.23529411764706
C4A,0.0
C4B,1.1764705882352942
C4BPA,0.0
C4BPB,1.1764705882352942
C4orf3,54.11764705882353
