Gene,S001,S002,S003,S004,S060,S007,S062,S010,S011,S021,S012,S013,S063,S014,S015,S023,S017,S064,S018,S019,S026,S020,S022,S024,S025,S030,S053,S032,S033,S067,S034,S036,S068,S038,S039,S041,S069,S043,S045,S070,S047,S092,S048,S049,S071,S050,S054,S055,S057,S094,S073,S074,S096,S075,S085,S086,S088,S089,S072,S082,S035,S078,S077,S029,S079,S061,S066,S031,S052,S076,S083,S090
SERPINA7,7.3377953,10.110126,8.521103,8.976081,8.716839,7.8773284,9.385017,9.784433,10.055782,8.303888,9.380559,9.174835,6.70554,7.879699,9.39047,10.915607,8.805691,8.225087,9.17792,7.923249,9.58859,10.025754,8.080124,8.985988,6.590107,9.894877,7.3830285,9.784443,7.9987698,9.37309,9.348644,7.9009323,8.225411,8.454323,8.471267,8.313275,9.067122,7.6772594,8.478999,7.254126,8.671501,9.984498,8.145277,8.394252,6.799118,9.7130995,9.259651,8.202752,7.7705064,7.208561,8.437062,7.880658,7.5521,8.964396,10.038529,8.050127,9.083578,9.698001,7.630333,7.918272,7.229919,9.488232,8.049725,9.158287,10.288637,8.909311,8.252926,8.681525,8.373805,8.986753,8.209648,7.307349
SERPINB1,10.076948,11.378695,8.952531,10.627313,11.337282,11.47257,10.931936,11.874659,10.919521,11.047675,10.876895,10.314866,9.720214,11.198062,11.089132,11.091714,11.448719,10.392627,11.616451,9.984471,10.858594,10.496672,12.140065,10.304005,11.822218,10.41264,8.405052,9.63107,8.747701,11.494288,10.523683,10.549764,11.39667,10.059989,10.216713,10.694043,10.668478,10.336574,10.476807,10.287218,10.90447,10.845557,10.888547,10.471101,10.494149,10.973198,10.993894,11.371217,11.664229,9.7380295,11.854088,8.966662,9.648606,9.553678,10.9728565,11.011988,10.817821,10.800983,11.3945465,9.930976,10.093016,9.843876,10.223906,10.753901,10.2366295,11.286512,11.024592,10.797831,11.283175,11.324563,10.910675,8.800879
SERPINB10,7.398822,9.714695,7.67561,8.033275,9.858068,10.154276,9.512454,10.094337,8.293325,8.511259,9.055092,8.325129,7.931289,9.411606,8.719178,8.852197,9.376267,8.096073,9.893919,8.502375,7.848797,8.300147,10.190666,8.292684,9.564758,9.218639,8.347361,8.48023,7.435321,10.600573,8.795645,8.665647,8.053895,8.100788,8.596201,8.874484,8.128099,7.6775346,9.174222,7.387377,8.476777,8.750776,8.601354,8.977663,8.019485,7.9204044,8.341771,9.3773155,10.448779,8.784817,9.807616,8.103719,8.26186,7.333009,9.403261,8.584642,8.67822,8.388395,9.376667,8.606658,6.823374,8.760826,7.9841475,9.191528,8.399557,8.65222,7.148186,8.321269,8.005674,9.98912,8.437008,8.331596
SERPINB12,8.797875,10.2085905,8.526207,9.075963,8.382431,8.424275,8.641744,8.88765,9.124828,8.667056,8.11778,9.358532,8.586706,9.911697,8.285033,8.871119,9.327684,8.563636,8.726692,9.206594,9.303027,9.166111,10.30998,8.159532,10.516388,8.915184,10.466494,9.675228,8.452463,8.034133,9.129852,9.223369,8.839554,9.288443,9.027761,9.297094,10.121755,9.920023,7.8976016,9.356895,8.745041,8.0816345,9.278817,11.609525,8.658241,9.189849,9.247474,8.705728,9.16079,8.4543705,8.968818,7.097206,7.697786,9.204338,8.339943,8.052413,9.24952,8.857633,9.009771,8.30429,8.72473,8.403572,8.949884,9.077756,8.822771,9.1068125,8.355756,8.767221,8.330115,8.8384285,8.4342785,7.308214
SERPINB3,8.5527115,9.190253,8.73403,8.252496,7.235538,7.7832623,8.393962,8.019209,8.473706,7.0994434,8.153988,9.028038,6.8726606,8.816387,6.6730804,8.038346,9.013781,7.873032,8.433827,8.728279,8.143244,8.264971,9.379464,8.2506485,9.152348,8.656531,11.919061,8.732189,7.1812887,7.2868595,8.968162,10.799542,6.764243,8.561609,8.644271,8.783099,9.51232,9.48666,6.9861293,9.103384,8.065964,7.9323254,8.325168,8.858207,7.7277637,8.101398,7.97023,8.08619,8.246237,7.8056803,6.5477877,8.611807,8.191388,8.415046,8.341908,8.423571,8.637512,8.30673,8.2557,8.029285,7.641995,7.7062883,7.73615,8.601388,8.017304,8.2158375,8.0124445,7.79737,7.7791314,8.118569,6.7636456,8.077164
SERPINB6,10.411242,10.783871,8.858017,10.175815,9.803016,9.239375,10.404647,10.082693,10.56889,10.273347,10.364505,10.487376,9.49028,9.564093,10.540661,10.692283,10.160538,11.14933,9.643934,10.624464,11.856282,10.649112,10.210557,8.987328,10.118662,9.031006,8.979957,8.5864,8.79751,9.476983,9.807836,10.127506,11.478021,10.048518,8.597162,10.349332,10.967028,11.29586,9.47892,9.976016,10.509231,10.560885,10.204579,9.601185,11.679657,10.81657,10.470647,9.843617,9.644043,8.836308,10.16966,9.365834,9.111277,9.306536,9.731339,10.518595,10.310961,10.021156,10.58842,9.004087,10.669601,9.27813,11.045323,10.668989,9.123595,10.707771,11.824369,10.520021,11.420696,10.597907,10.685214,8.634852
SERPINB8,9.513778,9.953361,7.5839357,9.584196,8.531998,8.697433,9.658132,10.016046,9.332233,9.7639265,9.726779,9.067859,8.179057,9.008746,9.941271,9.239716,9.568129,9.643166,8.713696,8.795215,9.728804,9.180341,9.180939,8.702375,9.964555,8.76168,8.588705,8.125394,8.465388,8.824836,9.3311615,9.50442,9.970206,8.737032,8.0006075,9.34692,9.166926,9.564385,9.053151,9.274169,8.882733,9.505482,8.549378,9.068955,9.533706,9.711636,9.363381,8.566698,8.803264,9.358353,10.266944,8.553831,9.235192,8.319737,9.402028,8.935619,9.757622,8.9305315,9.115601,8.5786495,8.665384,8.497782,9.203908,9.984503,8.612024,9.762442,9.756839,9.935332,10.162472,9.493011,10.001137,8.459924
SERPINB9,9.787012,10.029812,7.3411384,10.243978,9.464348,8.524456,10.317081,9.498111,10.298248,11.0547085,10.387778,9.649006,8.502034,9.719771,10.944521,10.632954,10.778043,10.241616,9.435744,9.627546,10.47466,9.803725,9.822721,9.290311,9.977079,9.018718,7.585804,8.603106,7.581286,9.245313,9.457024,9.955273,13.105715,9.6851845,8.499699,10.202898,11.05119,9.611421,9.612697,10.206984,9.502291,10.477396,9.308178,9.709303,9.595604,10.532866,10.735744,9.470136,9.488832,10.04271,10.652618,8.976378,9.884952,9.30138,10.285074,10.214541,10.273097,9.832627,9.701664,9.08365,9.455901,8.697225,9.360611,10.871504,8.768082,10.112623,10.339621,10.9636345,11.390776,10.456202,9.233085,8.895416
SERPINC1;cRAP-SERPINC1,10.134655,11.978119,10.938148,11.078652,11.313166,11.359256,11.353454,12.023338,11.870045,10.446023,11.4847555,10.879071,10.178788,11.369593,11.295343,12.19499,11.284834,10.742706,11.271423,10.468032,11.514228,11.828494,10.336343,11.217324,9.813853,12.034518,9.570888,11.878964,10.764544,10.957778,12.231607,10.167656,10.324706,11.196351,10.530076,10.370068,11.173603,10.24534,11.252261,10.186777,11.636817,11.594244,10.57564,10.626986,9.67157,11.424441,11.312291,10.436828,10.182334,9.032,10.7217,8.570326,9.58401,11.06523,12.017087,10.412075,11.181356,11.873482,10.363912,10.261457,10.800665,11.658954,10.997811,11.196006,12.017237,11.282723,10.702056,11.232799,10.677135,11.182839,10.57939,9.587961
SERPIND1,9.896064,11.160588,11.370316,10.823159,10.93557,10.561508,10.665918,10.979188,11.313492,10.18542,11.250554,10.440808,10.814524,10.787959,10.952945,11.65825,11.077532,10.625963,10.761427,9.603598,10.67622,11.3048,9.97043,11.478924,9.434079,12.09258,8.980524,11.103813,11.529019,10.276897,11.029429,10.077421,9.130994,10.320253,10.645852,9.548985,11.677767,9.632414,11.034525,10.005626,10.947039,10.588989,10.542312,9.809381,10.345781,11.024627,10.646022,9.735114,10.156402,8.174305,10.260885,8.116559,9.105837,10.698374,10.952575,10.350567,10.734155,11.406682,9.828529,9.639665,10.706935,10.637067,10.941034,10.533087,11.274344,10.184398,9.586296,11.247737,10.010749,10.8157015,9.776002,9.431004
SERPINE1,9.3684025,13.180478,8.438816,8.554932,7.4386353,9.426168,9.31546,9.653536,8.751924,9.963301,9.4778595,8.371583,6.7356014,10.220823,8.669238,9.599626,9.1313095,9.663033,7.624451,8.439478,9.347757,9.960559,8.478809,9.441078,9.792903,8.617895,7.85719,11.101224,7.153551,9.492673,9.476122,9.997348,7.5142198,9.890728,8.633414,10.167779,8.289152,10.145462,11.238115,7.9299383,7.7099104,8.619849,7.3617187,9.393386,8.191395,9.463356,9.611454,7.3987136,8.786963,8.455804,10.085207,8.864042,8.107077,8.801054,9.3304405,7.483007,10.211927,8.899321,8.658407,8.702695,8.15376,8.550349,8.884706,9.434702,10.042562,9.107961,10.390686,10.551581,10.878062,8.599872,9.327333,8.1726265
SERPINE2,11.078868,13.558919,8.161933,8.798616,7.185161,11.389373,8.750221,7.5809937,10.670656,11.9423895,12.321873,7.683491,8.344778,11.694587,11.191644,11.74052,10.6864,10.605923,7.8003354,9.28331,9.439357,10.486543,9.560262,11.676444,9.039532,10.604606,8.379194,10.418349,7.513038,8.061371,11.043435,11.885295,8.01539,11.725478,8.824353,11.339699,9.99811,10.656867,11.536191,10.639253,8.147831,11.400619,7.2071376,6.7970943,8.758402,10.738884,11.381048,8.00267,9.335946,8.269503,10.564203,8.453226,8.381207,10.347865,10.586869,9.863487,12.776681,10.859737,9.596419,8.4481945,9.290383,8.475868,9.952016,11.866776,9.086852,8.977054,8.276154,12.099834,11.664902,10.453082,11.394959,8.855887
SERPINF1,12.606658,11.858024,9.746373,11.100571,10.227993,11.576964,12.432268,10.496314,12.428884,11.964891,12.467143,11.583104,9.465326,11.7450075,11.9947,13.049686,11.233095,12.373835,11.47615,11.532864,11.899274,12.810317,9.240702,12.637416,11.631543,12.292501,10.277226,12.330976,9.715598,9.96053,13.201686,12.262026,9.754895,11.667127,10.232335,12.450001,13.276322,12.007156,12.268274,11.868148,11.198742,12.478971,9.833701,10.13966,11.105103,12.141146,12.31171,9.313136,9.858572,10.258495,11.985123,10.165122,10.647058,11.412674,11.951944,12.34298,13.383663,12.969315,10.0974865,10.136208,10.977987,11.8314085,12.198376,12.92103,11.78208,11.032204,11.726089,12.94757,13.521449,11.32455,12.602193,10.567243
SERPINF2,8.997462,10.536976,9.8088665,9.7915945,9.90882,9.757755,11.188683,11.406421,10.446471,9.20228,9.881246,9.405659,9.180825,9.873266,9.738033,10.640832,9.973246,9.749837,10.030207,8.286499,9.947509,11.012119,8.969539,9.87713,9.016771,10.908859,7.857116,11.224298,10.007498,10.191136,11.393878,9.087356,9.057125,9.699681,9.904957,9.26159,9.978606,8.563829,9.85652,9.020389,10.262049,9.892642,9.6412,11.128393,7.5965214,10.058415,9.844441,9.000598,8.575905,8.963218,9.742149,7.3260913,9.02926,10.077511,10.481589,9.1450615,9.576855,10.2086935,8.972529,9.038186,9.084821,10.548264,9.423334,9.687942,11.861743,10.19864,8.731635,10.105207,9.348004,9.630375,8.953493,8.56117
SERPING1,10.002493,12.093818,10.831544,11.377136,11.345162,11.344224,11.435322,11.724145,12.360415,10.7650585,11.540981,11.091966,9.477741,11.702797,11.542734,12.303205,11.284693,11.183777,11.09979,10.516444,11.958199,12.26436,10.444058,11.09324,9.903073,12.269238,9.558871,12.524383,9.822357,11.556764,11.825365,10.767792,10.225039,11.101404,10.5787945,10.935843,11.811361,10.542611,11.465999,10.468375,11.286989,11.869812,10.662123,9.93964,9.392118,12.07117,11.424142,10.060795,9.803095,8.645904,10.692944,8.701403,8.840521,11.104385,12.422332,10.583262,11.241695,11.932034,10.17994,10.161307,9.393993,11.749126,11.654109,12.027149,11.916604,11.74562,10.656995,11.5847645,11.074575,11.276498,10.553995,9.030332
SERPINH1,10.827124,11.775874,10.465873,10.353278,10.050252,9.688699,11.035462,7.7734,10.801569,11.1704235,11.461072,9.958583,9.074377,9.820082,11.342938,10.429718,10.47266,11.5438,9.47319,10.513084,11.818442,10.458311,9.5523615,10.043674,13.068551,9.596914,9.260317,9.818017,8.523942,8.707957,10.150067,10.910774,10.330837,11.124934,9.680216,11.531705,12.96403,11.346468,10.697342,11.051115,10.386619,10.28721,9.950258,9.379929,10.941135,11.360411,11.610493,9.699168,10.3745365,8.526687,10.422436,9.011499,9.589365,9.437585,10.451151,10.546969,11.40397,10.809925,11.262609,8.882858,10.925318,7.916093,10.998226,13.743455,11.238305,11.808097,11.048918,11.921586,12.116619,10.394041,11.143471,8.383475
SESTD1,8.958032,8.950893,8.754534,8.727359,8.306735,7.290985,8.293692,7.765189,8.776152,8.098946,8.774398,9.40391,8.744527,7.876197,8.714083,8.467753,8.509717,9.58223,8.453669,9.2948,9.765447,8.629029,8.608291,7.9674306,8.445889,8.006155,7.9930334,7.795658,7.848391,8.009982,8.010931,7.955424,8.473784,8.595419,7.82155,8.636414,9.253978,9.374032,8.343424,8.179634,8.657307,8.599064,8.618592,8.250937,9.498194,8.609257,8.910476,8.419566,7.9696836,8.361981,7.9856524,8.906504,8.452917,7.540129,8.540588,8.778814,8.401563,8.542216,9.016883,8.45815,9.726239,7.795677,9.662702,8.917845,6.8928313,8.898763,9.815569,8.757294,8.817035,8.783346,8.194649,8.100026
SET,10.45515,10.516993,9.462571,11.112253,9.830441,9.693576,10.6622305,9.655837,10.636758,11.935792,11.112601,9.967232,9.739412,9.870937,11.515851,10.018708,11.204862,10.404147,9.563629,10.541919,10.994756,10.022426,10.283271,9.649836,11.2346945,9.106948,9.022138,8.741437,9.078323,8.707525,9.951277,10.889997,12.595054,10.688085,8.985109,10.601087,10.859165,10.548532,10.068133,10.88289,10.634607,11.5541525,9.93308,10.218396,10.892088,11.050195,10.91949,9.831336,10.291804,10.453563,11.851763,9.112586,10.439414,9.582061,10.543286,11.687452,11.1163645,10.327604,10.701319,9.849526,10.385242,9.4196205,10.716485,12.055561,8.913512,11.203367,10.768295,11.638499,11.345709,11.065341,11.168916,9.667206
SETD3,8.208197,8.618384,7.738544,8.345033,7.5513635,7.6590767,8.541149,8.239898,8.66651,8.730671,8.629004,8.601843,7.3661346,7.7835145,8.829629,8.369363,8.5789175,8.562609,8.008562,8.58519,9.220487,8.657156,8.213681,7.6674476,8.591657,7.042286,6.7269034,7.496637,7.5489845,7.5360346,7.763099,8.49899,9.188869,8.39932,7.4443192,8.697736,8.936394,8.455255,7.7384434,7.6318126,8.460914,8.551641,7.9300027,7.2665324,8.567124,8.728238,8.80935,7.8340425,7.6922297,7.6118937,8.360401,7.2320924,7.77016,7.412751,7.812996,7.5094724,8.176845,8.349172,8.531483,7.5110335,8.716644,7.5789824,8.809206,8.934586,6.863237,9.080069,8.986863,8.889876,9.041372,8.594002,8.373041,7.704733
SETD7,9.764985,9.902543,8.506345,9.182202,8.958684,8.346315,8.690155,8.776967,9.712615,9.123384,9.808274,9.937314,9.219455,8.82677,9.671149,9.890802,9.367538,10.175396,8.887317,9.887306,10.720265,9.541022,9.510044,8.123574,9.005279,8.48188,8.5520525,7.8855267,7.8403525,8.399148,8.874205,9.078605,9.357163,9.216764,8.258788,9.505466,10.214326,10.423984,9.084613,9.319144,9.477343,9.486203,9.23125,7.734963,10.705107,9.630795,9.605316,9.124948,9.0519085,8.345693,9.161347,9.319392,8.659434,8.895984,8.551768,9.477461,8.993927,9.455282,9.56979,9.02969,10.164227,8.347822,10.300694,9.704624,7.9803314,9.487976,10.800146,9.529794,10.149872,9.589108,9.564339,8.103569
SF1,8.332522,8.789009,8.421186,9.084491,8.303026,8.205222,8.785042,8.600828,8.863642,9.631079,8.931532,8.527634,8.370532,8.107279,9.281744,8.857689,9.199624,8.678599,8.27389,8.750212,9.213972,8.472416,8.819609,8.022871,9.263903,8.083937,7.803589,7.9186068,7.191006,7.813773,8.342902,9.0273905,10.460384,8.768648,7.617495,8.864314,9.2500925,8.7263565,8.6389885,8.62283,8.794623,9.314255,8.165577,8.340111,8.895993,9.028283,9.179433,8.159575,8.510045,8.748741,9.515939,8.0273075,8.896061,7.648975,8.716131,9.004202,8.832075,8.393086,9.061191,8.489045,8.887642,7.701085,8.796607,9.952825,7.5864067,9.286157,9.1975565,9.813368,9.191114,9.11048,9.117181,8.135548
SF3A1,8.442073,8.7803955,9.090741,9.091404,8.291576,8.059756,8.751414,8.389507,8.924661,9.500827,9.180924,8.163455,8.355843,8.043667,9.425812,8.754753,9.145384,8.425031,8.23933,9.056088,8.997847,8.533182,8.690285,8.100001,9.344124,7.8271832,7.309508,7.297504,7.710049,7.354508,8.422529,9.027678,10.196565,8.912718,7.6548615,9.08001,9.440235,8.560264,8.945292,8.73452,8.735199,9.623844,8.246849,8.599651,8.708295,9.322747,9.084348,7.97694,8.337913,9.204423,9.254853,8.503446,8.872151,7.79195,8.7259655,9.239348,8.712776,8.465239,9.142297,8.422529,8.922247,7.937303,8.954012,9.815274,7.4286017,9.3115425,9.033979,9.8716955,9.173988,9.191054,9.046028,8.347581
SF3A2,7.9927845,8.135338,8.274434,8.181394,7.7352834,7.6907444,8.303954,7.7354136,8.42753,8.754661,8.308794,7.401391,7.8723145,7.395072,8.457307,8.168695,8.418492,7.8537984,7.5809393,8.078593,8.383509,8.115275,7.852596,7.496938,8.668148,7.716587,7.221254,7.140093,7.315363,7.635062,8.029663,8.310873,9.393928,8.168224,7.7896595,8.275094,8.761347,8.116305,8.117994,8.249417,8.002452,8.830882,7.771264,7.919999,8.2421465,8.469698,8.371716,7.642761,7.8805504,9.782877,8.75606,8.198006,9.187788,7.3109426,8.395052,8.429788,8.102778,7.9739656,8.238257,8.25797,8.42742,7.8243065,8.472873,9.130273,7.606611,8.4375515,8.315021,9.266571,8.460916,8.337043,8.478027,7.9707026
SF3A3,8.702161,8.8287325,9.236107,9.269394,8.480977,8.337623,9.26163,8.557925,9.045865,9.6458025,9.414968,8.610318,8.64107,8.635265,9.401981,8.859453,9.212094,8.636393,8.2923765,9.186256,9.130612,8.502394,8.947346,8.512655,9.548363,8.532006,7.7317476,7.794524,7.657114,7.892131,8.418826,9.138245,10.024419,8.827344,7.9382515,9.147605,9.119472,8.750094,8.921316,9.193118,8.723074,9.29709,8.128309,8.857509,8.912458,9.278967,9.08668,8.2065525,8.647619,8.514222,9.34816,8.418663,9.005645,8.17634,8.21347,8.888791,8.586697,8.541932,9.07005,8.828123,9.060716,7.892521,9.104639,9.749489,7.836192,9.201559,9.055407,9.797389,9.423777,9.138114,9.147627,8.352403
SF3B1,8.325076,8.591016,8.952211,9.035675,8.262469,7.74035,8.820575,8.349749,8.881196,9.292992,9.201408,8.1139,8.19431,8.0871725,9.305645,8.521766,9.185767,8.317249,8.189514,8.808987,8.8755,8.383089,8.458795,8.051705,9.37293,7.833152,7.1366653,7.247858,7.4439554,7.1189194,7.937282,8.921722,9.903759,8.683958,7.5531,9.045407,9.1003685,8.391443,8.788759,8.7901325,8.459623,9.466174,7.924967,8.485146,8.473831,9.137925,9.0268135,8.203605,8.222703,8.754309,9.031433,8.169575,8.487762,7.781275,8.621633,8.94406,8.701731,8.474888,9.072447,8.093919,8.840259,7.4991093,8.966439,9.646232,7.467698,9.206706,8.871125,9.868754,9.050338,9.018615,9.1078205,7.986474
SF3B2,8.686415,8.887111,9.39621,9.297169,8.477387,8.447566,9.018808,8.712065,9.11826,9.65369,9.451541,8.341517,8.601546,8.266361,9.650438,8.584072,9.500634,8.543253,8.474987,9.212354,9.040111,8.616473,9.124817,8.171367,9.725081,8.09267,7.607378,7.3330393,7.604884,7.452182,8.602268,9.286171,10.321777,9.016242,7.9763513,9.313083,9.050465,8.612892,9.086251,8.968813,9.101528,9.568035,8.55479,8.864861,8.76291,9.373094,9.208093,8.577885,8.73259,9.464309,9.586045,8.139255,9.186416,7.6655326,8.913901,9.495889,9.009279,8.709698,9.379142,8.540743,9.155021,7.688133,9.019833,10.055831,8.023629,9.415656,9.135651,10.189811,9.347574,9.293344,9.298462,8.566095
SF3B3,9.100937,9.45523,9.602662,9.681037,9.112778,8.8304,9.672312,9.109954,9.552304,10.211789,9.891314,8.823538,9.037861,9.154305,10.2741785,9.518118,9.837454,9.053991,8.960283,9.692844,9.55841,9.285634,9.527893,8.938898,10.366706,8.4630785,8.103925,7.6306915,8.002385,8.076755,9.048169,9.859673,10.781247,9.55425,8.4063835,9.8632345,9.873729,9.296764,9.52747,9.609694,9.520354,9.881994,9.196695,9.176775,9.396653,9.853628,9.853727,9.069166,9.378246,8.920325,10.214372,8.563095,9.22503,8.504021,9.208845,9.815914,9.362345,9.267429,9.786506,8.887878,9.563501,8.288309,9.5476675,10.455831,8.135227,10.00081,9.644276,10.5774555,9.8546505,9.753708,9.661773,8.075725
SF3B4,8.611949,9.313206,9.107175,9.1016865,8.635607,8.369974,9.267833,8.876844,9.2920265,9.686931,9.477294,8.524596,8.792682,8.703583,9.791408,9.208681,9.443251,8.825652,8.631572,9.181456,9.440822,8.869073,8.85612,8.45289,9.854704,8.45302,8.398897,8.05754,8.004922,8.395251,8.323034,9.234961,10.542702,9.142815,8.309572,9.4606,9.375837,8.880479,9.148321,9.4446,8.985788,9.7083435,8.396661,8.780056,9.162888,9.219851,9.275373,8.742202,8.886925,8.670584,9.438782,8.319022,8.434578,8.099294,8.7469635,9.363857,8.731814,8.901726,9.351177,8.545151,9.269672,8.0953455,9.122197,9.998006,8.3183565,9.533528,9.359548,10.383563,9.377453,9.356465,9.405398,8.409357
SF3B5,7.7617855,7.871498,7.6405897,8.08033,7.171173,7.0958157,8.262688,7.4030557,7.9830403,8.396977,8.383276,7.782071,7.7358317,7.273827,8.392337,7.986498,8.342869,7.4783597,7.3265033,8.259537,7.9360337,7.6835628,7.617157,7.36038,8.872116,7.477914,6.7326846,7.261926,7.00772,7.232934,7.456204,8.3075905,9.069411,7.9416637,7.3699236,7.78762,8.14812,7.8340707,7.8430886,7.723959,7.5248637,9.199144,7.1264586,7.352684,7.6277533,8.182912,8.211632,7.4510803,7.1922216,9.491361,8.478916,8.304493,9.419364,6.8800035,8.057297,8.346437,8.445105,8.171437,8.034,8.350852,8.416651,7.337721,8.4236145,8.939632,6.929425,8.194842,8.54839,9.469816,8.432567,8.552172,8.380593,8.011765
SF3B6,8.576902,9.09588,9.190474,9.225461,8.418528,8.657018,9.223641,9.079341,9.0379505,9.923273,9.529386,8.789901,8.497159,8.789604,10.055861,9.174233,9.602166,8.587149,8.642432,9.254826,9.234517,8.724582,9.174853,8.524488,9.910655,8.63405,7.458516,8.188847,7.4007297,7.70705,8.707604,9.517076,10.311464,9.231938,8.374913,9.444659,9.745932,8.9911175,9.213785,9.321431,9.122017,8.869295,8.715425,8.747454,8.905046,9.458037,9.4609995,8.407197,8.948269,9.008335,9.767556,8.6802435,8.463583,7.7562385,8.510406,9.0409565,8.709026,8.767148,9.197674,7.949874,9.111743,8.420115,9.052541,10.049356,7.72196,9.515664,9.2378645,10.261616,9.220079,9.242576,8.9051695,8.388594
SFPQ,8.654893,9.301847,9.927154,10.105764,9.077855,8.797319,9.612629,8.930329,9.650111,10.099817,9.828229,9.188726,9.144591,8.493739,10.024175,9.331204,10.023323,8.7618475,8.998177,10.113621,9.91142,9.129411,9.414908,8.648777,10.082781,8.519755,8.091452,7.8523216,8.293373,7.7944274,8.7432995,9.452326,11.069561,9.730589,8.209465,9.844361,10.287886,9.307013,9.573447,9.721697,9.216539,10.543791,9.033386,9.332691,9.506163,10.1132555,9.964645,8.821331,8.993797,9.578338,9.798679,8.619144,9.077326,8.456407,9.586376,9.881925,9.538458,9.296839,10.033691,9.127571,9.781223,8.065937,9.613751,10.330943,7.9399657,9.94481,9.877451,10.827107,9.743001,10.045639,9.921265,8.433703
SFRP1,9.030303,8.621167,10.980095,8.863103,8.370104,7.659557,7.944534,8.420811,10.04205,8.064793,9.602178,11.073137,8.548185,8.915003,8.836194,9.354132,9.075067,8.192484,9.2213335,9.324055,9.791271,8.05541,8.808746,8.786704,7.6806555,9.359285,7.8166943,7.364456,8.388941,8.180796,8.222057,7.529675,8.414345,10.141515,7.046304,8.662296,10.512031,10.09557,8.672403,8.687421,9.982048,8.008903,8.834919,8.340686,9.810454,8.099989,10.18455,8.093617,8.436078,8.391825,8.346848,8.07684,8.533644,8.692904,7.5920005,8.928748,9.154795,9.139103,8.927319,8.678153,10.966947,8.138747,10.028237,9.3571615,8.28596,7.971091,9.788574,9.34652,8.644676,9.235312,7.7626166,8.3535
SFRP2,10.492268,10.383482,8.1846,9.41985,8.760962,9.458592,8.911818,9.529492,11.172543,10.620688,11.411083,7.8218822,8.4758,10.053514,10.678661,11.012915,10.236503,9.875123,7.4323196,8.820579,9.576843,9.90454,8.08589,10.932806,9.490489,9.762254,6.320376,8.901807,6.013544,7.0839744,10.360891,11.09684,6.6527257,11.514061,8.248955,8.965455,11.810954,8.746714,10.227352,10.824558,9.062152,10.509082,7.7118373,9.297728,8.777741,10.129848,11.902444,7.831348,8.837821,9.185234,9.814304,8.451504,7.338102,9.967226,9.973312,10.418179,10.780044,10.486498,9.648486,8.108945,9.431165,7.0118756,9.022805,12.842335,8.488815,9.245764,7.501276,11.4783125,10.965764,10.606401,8.641306,7.319347
SFRP4,10.438876,11.962415,8.912579,10.054847,9.308786,9.292032,8.137432,10.390312,12.492252,12.526252,13.144346,8.450207,8.326597,11.106646,13.166077,13.132358,11.802963,9.438544,9.118789,8.100087,9.141278,10.190262,8.082138,11.9325695,9.620301,9.928143,7.638747,9.966167,6.2526956,7.8396626,9.935122,10.853766,7.9217124,11.252634,7.756348,9.081229,12.365326,8.897155,11.456626,11.797458,9.749532,12.237768,8.034015,9.764492,9.670671,11.5534315,12.001237,7.5333667,9.312981,7.2115335,11.683412,8.027523,7.5857034,10.324273,10.832146,12.025134,13.539971,12.181786,8.659689,8.272938,9.953015,9.011745,8.664382,12.917657,8.478155,9.411982,9.21049,13.765785,11.658929,11.339803,12.242829,10.488477
SFT2D2,9.458187,8.81998,8.953213,9.106863,8.447184,8.184987,8.964128,8.879384,9.067071,9.422648,8.759905,8.696777,8.035053,8.163662,8.993412,8.805974,8.648393,9.267809,7.5337906,8.486721,9.246297,8.48991,7.3550606,8.52302,9.157472,9.12942,8.409824,8.165308,8.619098,8.218493,8.736757,8.780177,9.318805,8.816175,8.391399,8.942841,9.308908,9.57944,8.630276,8.74183,8.322778,9.145581,7.6032557,8.103717,8.933691,9.074089,8.989413,8.090505,8.15024,9.951263,9.018092,8.702381,9.233649,8.632446,8.48145,9.032389,8.721985,8.894393,8.540409,8.399094,8.792375,9.013043,9.123419,9.4056015,8.313536,9.328393,9.047339,9.398025,9.559765,9.022503,8.710447,8.818629
SFXN1,9.273968,9.779384,9.137707,9.669916,9.114862,8.860981,9.923324,9.624641,9.705559,10.803773,10.216678,8.667398,8.852007,9.345585,10.230723,9.169719,9.977654,9.755403,8.803664,10.126054,9.817646,9.490605,9.119874,9.469107,10.51788,8.2363615,7.9244647,8.570035,8.378251,8.902377,9.45816,10.431978,10.477049,9.53115,8.808837,10.1374655,9.977508,9.853869,9.866734,9.769009,9.386789,10.149491,9.013868,9.148751,9.490252,10.141076,9.84689,8.668634,8.965159,9.34405,10.006458,8.806443,10.000129,8.459923,9.259768,9.980517,9.541409,9.619068,9.929585,8.880313,9.52324,9.053152,9.557171,10.939767,8.807195,10.007456,9.391842,10.870087,10.667905,10.1158695,10.012179,8.940908
