Pathway,Embedding,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Model,Fold
REACTOME_COLLAGEN_DEGRADATION,embedding_24,11,-0.363040956278176,0.27248209812875385,-0.3727272727272728,0.25892587368422215,Baseline,0
REACTOME_COLLAGEN_DEGRADATION,embedding_25,11,-0.08295004578120728,0.8084172491262288,-0.1272727272727273,0.7092146257733047,Baseline,0
REACTOME_COLLAGEN_DEGRADATION,embedding_26,11,-0.15547115836240433,0.6480546026206985,-0.13636363636363638,0.6893090205863619,Baseline,0
REACTOME_COLLAGEN_DEGRADATION,embedding_27,11,0.2040673547856741,0.5472610471551848,0.5090909090909091,0.10973723224165641,Baseline,0
REACTOME_COLLAGEN_DEGRADATION,embedding_28,11,-0.24241328635188591,0.47263484245868853,-0.5363636363636364,0.08895341813596276,Baseline,0
REACTOME_COLLAGEN_DEGRADATION,embedding_29,11,0.3135189269849059,0.34781258978214646,0.33636363636363636,0.31182431390038623,Baseline,0
REACTOME_COLLAGEN_DEGRADATION,embedding_30,11,-0.031096916685975723,0.9276814863446529,0.17272727272727276,0.6115423848512369,Baseline,0
REACTOME_COLLAGEN_DEGRADATION,embedding_31,11,0.16037085378075844,0.6376122201848283,0.1272727272727273,0.7092146257733047,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_0,11,0.3940967463927987,0.23040783816210847,0.5,0.11730680301423815,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_1,11,-0.2696196231237873,0.4226794606285265,-0.3727272727272728,0.25892587368422215,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_2,11,-0.2279063513569619,0.5003110279278348,-0.21818181818181823,0.519248247554982,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_3,11,-0.27115001349685175,0.4199478038583213,-0.21818181818181823,0.519248247554982,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_4,11,-0.011639616997831136,0.9729048166017273,-0.16363636363636366,0.6306852146425357,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_5,11,-0.22163363544404688,0.5124917127893821,-0.29090909090909095,0.38545696969136556,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_6,11,0.04146801538881133,0.9036472155369563,0.21818181818181823,0.519248247554982,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_7,11,0.24318048086524724,0.4711908284678012,0.48181818181818187,0.1334338382568288,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_8,11,0.008364938077280032,0.9805262618625747,-0.3545454545454546,0.2846927409558867,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_9,11,0.013380880612036697,0.968853014023777,0.03636363636363637,0.9154683168905347,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_10,11,0.11655188141657251,0.732899781564564,0.3727272727272728,0.25892587368422215,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_11,11,0.06088481894477975,0.8588587368127816,0.26363636363636367,0.4334407376116145,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_12,11,0.1619827939778936,0.6341895786842936,0.41818181818181827,0.20057021703405067,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_13,11,0.2977426747677159,0.3738709421304822,0.29090909090909095,0.38545696969136556,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_14,11,-0.3291941972165351,0.3228931518849071,-0.05454545454545456,0.8734465775233149,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_15,11,0.08358812301047046,0.8069674125978162,0.21818181818181823,0.519248247554982,Baseline,0
