Model,Pathway,Embedding,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_21,52,-0.05894455800988417,0.6780805413580842,0.07513019721676768,0.5965621561685893
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_22,52,0.11998774580273505,0.3968403073492164,-0.00623239136002732,0.9650237282460941
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_23,52,-0.21873639237182524,0.11925227002076098,-0.2130111841543584,0.12947741617577707
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_24,52,-0.18827828261869659,0.18132718291809619,-0.19491163664304617,0.16614966115600033
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_25,52,-0.06537188125478606,0.6452025511441688,-0.11568342866900025,0.41411504353918993
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_26,52,-0.08546337855582917,0.5469027841825859,-0.1641765559634594,0.2448186492114282
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_27,52,-0.051110831394655006,0.7189657983462783,0.027149321266968326,0.848484422433068
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_28,52,0.14069013970082106,0.319819924039508,0.07504482199265772,0.5969806149083707
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_29,52,-0.029942481402280494,0.8331083239570491,0.09638862802014854,0.4966581896826786
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_30,52,-0.19033716228923683,0.17651331677363125,-0.13668573380005122,0.3339243829211601
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_31,52,0.07889164151062075,0.5782559026979788,0.04712712370869973,0.7400691322338244
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_0,52,0.014057447927942317,0.9212094669022836,0.08170408947323486,0.564737963805881
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_1,52,-0.07543646964765677,0.5950620569964169,0.02219755826859045,0.8758778010386571
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_2,52,-0.1618421618052613,0.2516849155030794,-0.1416374967984291,0.31653921874310936
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_3,52,-0.29271059972835645,0.035219974783986,-0.3158883292068641,0.022531453585264965
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_4,52,0.16791813030223368,0.23408137987261624,0.08972936053957142,0.5269971241339895
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_5,52,0.1560035357171957,0.26942431341751055,0.14616238367625714,0.30116608102687475
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_6,52,0.02431337059414036,0.8641534559706365,-0.14872364039955605,0.2926817807710923
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_7,52,-0.04681500505347288,0.7417308289691784,-0.00520788867070776,0.9707705123262118
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_8,52,0.25828536423516074,0.06449344328457088,0.10910953641253308,0.44131370882301857
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_9,52,-0.016818815782887103,0.9057964746033388,0.08776573038504226,0.536114983450626
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_10,52,-0.12660624690747949,0.37111666929799314,-0.17860496883804317,0.20521065592138446
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_11,52,-0.0332027137267136,0.8152394053531965,-0.0764962008025271,0.5898845085245139
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_12,52,0.12870043031834102,0.36319127917176874,0.05950653120464441,0.6751809005452416
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_13,52,0.26673845431451115,0.055938810891634466,0.19875352172799454,0.1577944550172218
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_14,52,0.023437156153013675,0.869005451101166,0.12439170152821649,0.3796097924210038
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_15,52,-0.22184782517929416,0.11395900500135461,-0.1762998377870742,0.2112148853215605
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_16,52,-0.14342742259513472,0.3103993611694815,-0.1757875864424144,0.21256571387368509
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_17,52,-0.009155338857917205,0.9486385816287858,0.07538632288909757,0.5953075576731353
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_18,52,0.2232100090683558,0.11169887669749365,0.24801502603944334,0.07626197776828618
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_19,52,0.06770956186248099,0.6334052472131633,0.07991120976692563,0.5733383587920081
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_20,52,-0.012201242061695235,0.9315866630835866,-0.0176726713907624,0.901037240132261
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_21,52,0.009082122713265172,0.949048779932993,0.014172287202253905,0.9205678624414716
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_22,52,-0.08074384531069263,0.5693367431475762,-0.0855459745581832,0.5465139814884841
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_23,52,-0.2797605527916164,0.044574620559883434,-0.2840433706138479,0.04127882689071778
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_24,52,0.22784085037015592,0.1042712488769172,0.2095107999658499,0.13604623788417566
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_25,52,-0.3494383664824205,0.011111123270145896,-0.34261077435328263,0.012907962036725212
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_26,52,0.011956437732850095,0.9329561313015884,-0.005293263894817723,0.9702915534418958
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_27,52,0.1348940784667507,0.34035901854367534,0.25433279262358066,0.06883755922533187
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_28,52,0.018581843766858175,0.8959734732514499,-0.07145906258003927,0.6146714064011018
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_29,52,0.19144781532920496,0.17395517916093628,0.1630666780500299,0.2480671214679363
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_30,52,-0.09566098379468822,0.49992871923660265,-0.051395884914197894,0.7174634742639427
Baseline,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,embedding_31,52,0.1624710057076198,0.249822584502371,0.04473661743362076,0.752825468998526
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_0,52,0.06797657204395305,0.6320634196719621,0.04755399982924955,0.7377983797232
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_1,52,-0.06855363713195864,0.6291674634958074,-0.07086143601126953,0.6176414934303565
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_2,52,-0.2226260646920405,0.11266351822295137,-0.17553146077008452,0.2132433919919731
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_3,52,-0.2274663060782985,0.10485747944611293,-0.24938102962520273,0.07460530780199037
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_4,52,0.15114758947507068,0.284797068854193,0.042004610262101935,0.7674845005765611
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_5,52,0.0024901148939050883,0.9860217894164173,-0.04354136429608128,0.7592285049880272
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_6,52,-0.10259966140439383,0.46919781819866824,-0.20472978741569195,0.1454171988017563
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_7,52,0.019572600948835173,0.8904599899883706,0.03688209681550414,0.795184964601656
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_8,52,0.16955919950814732,0.22947562007470962,0.10424314863826517,0.4620703813730581
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_9,52,0.12535154939702384,0.37591449520015047,0.2190728250661658,0.11867107333035191
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_10,52,-0.12643978218078225,0.3717510833560642,-0.13984461709211984,0.3227661187834424
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_11,52,-0.08442659100471718,0.5517944977335781,-0.05216426193118757,0.7134191679487777
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_12,52,-0.0006299251745621971,0.9964637633387781,0.010074276444975666,0.9434913297458645
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_13,52,0.11235248476227533,0.42777432561006945,0.12618458123452575,0.3727249454975895
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_14,52,-0.06141171726539646,0.6653855676557532,-0.03389396397165542,0.8114623707427027
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_15,52,0.030578447251170288,0.8296158074835005,0.03782122428071373,0.7900866609298139
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_16,52,-0.1039262854986246,0.4634399684663393,-0.11551267822078032,0.4148090988488151
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_17,52,0.060766866906420754,0.6686949104596172,0.022795184837360198,0.8725633850291283
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_18,52,0.08005178851820245,0.5726618359854938,0.1011696405703065,0.475447144811212
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_19,52,0.09057251255615538,0.5231057511304213,0.07845983095705626,0.5803443759541498
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_20,52,-0.09862485220816519,0.4866767187992758,-0.10005976265687697,0.48032776064942573
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_21,52,0.07107437937221177,0.6165825080256548,0.05028600700076837,0.7233188066985506
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_22,52,-0.14577460593563202,0.30246431896517634,-0.14889439084777598,0.2921217498659971
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_23,52,-0.15980146832651845,0.2577930171181317,-0.14121062067787926,0.3180148344652859
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_24,52,0.07075274030200793,0.6181823438132582,0.020660804234611117,0.8844101501090302
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_25,52,-0.3584404823073705,0.009074141474377202,-0.29266626824895414,0.03524898005413766
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_26,52,-0.10028226517908727,0.47934720350487653,-0.10740203193033382,0.44853711119648765
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_27,52,-0.08338997956259796,0.5567061192450542,0.03739434816016392,0.7924030056631859
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_28,52,0.15941825432028325,0.25895105689939213,0.10330402117305558,0.4661359712592872
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_29,52,0.04358240707689573,0.7590083682563241,0.05711602492956543,0.6875471632314549
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_30,52,0.011415021131019398,0.9359855661656444,0.06292154016904294,0.65766199652825
Baseline,REACTOME_ECM_PROTEOGLYCANS,embedding_31,52,0.21489688912332394,0.12603917897063127,0.1318193460257833,0.3515799171752896
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_0,52,0.20034756308136098,0.15441991491891385,0.17826346794160333,0.20609249660401419
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_1,52,-0.29745792373920416,0.03222618830898317,-0.24997865619397253,0.07388953795447284
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_2,52,0.14176227873680364,0.31610869954063264,0.10646290446512421,0.4525375548445064
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_3,52,0.2150755953493494,0.12571695300436986,0.2726030905831128,0.05056089381088548
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_4,52,-0.1702861457112837,0.2274555185116468,-0.20618116622556135,0.1425231730915143
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_5,52,0.34492196320402885,0.012273668374262161,0.30308204559036966,0.028956149698913983
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_6,52,0.03184800428096899,0.822653634216112,-0.027405446939298212,0.8470720521767376
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_7,52,-0.214754133184287,0.126297030646335,-0.20652266712200118,0.14184849988632556
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_8,52,-0.006327377379679975,0.9644910041328191,-0.02800307350806796,0.8437783806471071
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_9,52,-0.30838335559141217,0.02613204044611315,-0.25322291471015107,0.07009840189865954
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_10,52,0.1749256155188349,0.21485240108219356,0.18142235123367195,0.19803682657173904
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_11,52,0.07603288193738189,0.5921456779908789,-0.023990437974899685,0.8659411116073366
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_12,52,-0.08219677378519274,0.5623851573156278,-0.06326304106548279,0.6559198998520677
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_13,52,-0.21414061332004827,0.12740973150364665,-0.22470758985742337,0.10925384330574865
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_14,52,-0.40983417617907797,0.002550631230905234,-0.42730299667036625,0.0015807894780856039
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_15,52,0.20309272512693352,0.14873357933540676,0.24366088960983523,0.08173742489127277
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_16,52,-0.3750776687544188,0.006147959317582019,-0.4166310936566208,0.002123770516689474
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_17,52,0.15427226196216584,0.2748404763774371,0.1179031844958593,0.40515312359580236
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_18,52,-0.1005925321319521,0.4779816434340639,-0.11611030478955008,0.41238282275255544
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_19,52,0.2065919495078458,0.14171191550884898,0.12387945018355671,0.38159072944738603
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_20,52,0.06194990803269383,0.6626284242931622,0.048151626398019294,0.7346230539429863
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_21,52,-0.0724241697640817,0.6098879370720758,-0.09194911636643045,0.5167832447945336
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_22,52,-0.08118987234125416,0.5671984854703995,-0.13523435499018183,0.3391310454720311
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_23,52,-0.03503798379014938,0.8052207517962336,0.004268761205498164,0.9760396978993529
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_24,52,0.2295394226363373,0.10164429769160876,0.2364893707845983,0.09142463138272654
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_25,52,0.22520480170629076,0.10845120678991804,0.20455903696747202,0.14576051997193984
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_26,52,0.118071838453565,0.40447683705488174,0.032954836506445824,0.8165948415578986
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_27,52,0.054829856162651965,0.6994500337111567,0.13514897976607188,0.3394388840430278
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_28,52,0.2739598323235305,0.04937858389494432,0.23290361137197985,0.0965924682927755
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_29,52,-0.2839457844992284,0.041351629980909535,-0.28899513361222573,0.037720457786496804
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_30,52,-0.32326312846575794,0.019409939278600477,-0.32946298984034833,0.01707689636523448
Orthogonal,REACTOME_ELASTIC_FIBRE_FORMATION,embedding_31,52,-0.05903578365057612,0.6776095241355822,-0.08861948262614189,0.5321412538540128
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_0,52,0.09361173389425081,0.5091986514927835,-0.0010245026893195594,0.9942487374758626
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_1,52,-0.40636747439405085,0.0027963444444428246,-0.31520532741398444,0.022840823922821097
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_2,52,0.23235806254331942,0.09739818936347827,0.2171091949116366,0.12209386649223904
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_3,52,-0.07445282380798039,0.599885793731569,-0.07333731751045847,0.605376826345619
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_4,52,-0.20979553326957698,0.13550276471624983,-0.2169384444634167,0.12239499973898679
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_5,52,0.2295657941074872,0.10160391915212547,0.20916929906941004,0.13670021407457988
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_6,52,0.01740966044100146,0.9025028551721849,0.07034918466660975,0.6201921182679293
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_7,52,-0.12106860788185392,0.39256962995501354,-0.09570562622726884,0.4997277471150814
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_8,52,0.1819307179788209,0.19676156934966865,0.2188166993938359,0.11911334133136746
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_9,52,-0.12914417349544824,0.36152522881565585,-0.08793648083326218,0.5353190803135461
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_10,52,0.12439168340315615,0.37960986240411293,0.13216084692222316,0.3503225533909855
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_11,52,-0.07595826176371834,0.5925102126825494,-0.09536412533082898,0.5012661791557189
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_12,52,0.1128604793590682,0.4256748982888271,0.19576538888414582,0.16426564247184983
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_13,52,-0.15584901269025533,0.26990482001868565,-0.2677367028088449,0.05499212842093725
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_14,52,-0.23627514164569036,0.09172719935268306,-0.311704943225476,0.02448306450063475
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_15,52,0.29331909352930674,0.03482384053750212,0.27866473149492016,0.04545161012664444
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_16,52,-0.13617406726657258,0.33575419582685384,-0.18936224707589858,0.17878112352124
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_17,52,0.17802884152989126,0.20669990520568599,0.06215316315205327,0.6615883009828909
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_18,52,-0.05189743197096841,0.7148227331305871,-0.034320840092205235,0.8091320104094577
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_19,52,0.2688400578625051,0.05396088042320887,0.12174506958080765,0.3899106119845075
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_20,52,-0.16061604351903186,0.25534302558543637,-0.16221292580893024,0.25058575955087836
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_21,52,0.06273710503067907,0.6586036056241047,0.09297361905575002,0.512102927367877
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_22,52,0.02347045550452427,0.8688209689297113,-0.04567574489883036,0.7478060295521067
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_23,52,0.006580249205671577,0.9630728612898345,-0.011781780927174933,0.933933302733478
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_24,52,-0.12480435616428388,0.37801847602037764,-0.11150004268761206,0.4313103781143073
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_25,52,-0.005829117800114291,0.9672856326702995,0.04576112012294032,0.7473502270017778
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_26,52,0.24009086654148742,0.08645360921120215,0.0992913856398873,0.4837220940447031
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_27,52,0.0468633498389147,0.7414733682410357,0.03799197472893366,0.7891606251203659
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_28,52,0.06787033759798304,0.6325971476810586,0.06608042346111158,0.6416175055677068
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_29,52,-0.07950685629210322,0.5752863198545863,-0.023734312302569796,0.8673594180374762
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_30,52,-0.4213862099723376,0.0018641509700894688,-0.381285750875096,0.005289437530301969
Orthogonal,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,embedding_31,52,-0.11026911935616465,0.4364453031275742,-0.12080594211559804,0.39360497573855113
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_0,52,-0.19367592462150773,0.16890440612304558,-0.11636643046187996,0.41134549267859444
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_1,52,-0.08426885895429162,0.5525405226012474,-0.03252796038589601,0.8189303203787903
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_2,52,-0.29929130435427576,0.03112808043590589,-0.3267309826688295,0.01807377375518475
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_3,52,0.3618369643009844,0.008394300612441459,0.39776316912831894,0.0034989322922583375
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_4,52,-0.3122190714416315,0.02423581554102382,-0.31571757875864426,0.022608463199576562
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_5,52,-0.031738952315601913,0.8232511453393159,0.048663877742679065,0.7319048408868285
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_6,52,0.0958419545598288,0.4991142792190397,0.01869717408008196,0.8953314137650662
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_7,52,0.1703022760244739,0.22741083402383577,0.11150004268761206,0.4313103781143073
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_8,52,-0.2236064080242107,0.11104765793914112,-0.2497225305216426,0.0741956270598426
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_9,52,0.06880297542274434,0.6279178843218912,0.07009305899427985,0.6214690963976789
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_10,52,0.1421446268718332,0.3147918543996753,0.19678989157346535,0.16202547491520974
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_11,52,0.018072134778265424,0.8988118780560144,0.05429864253393665,0.7022261924249275
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_12,52,-0.16507191113323877,0.24221924409424903,-0.20011952531375393,0.15489937807726253
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_13,52,-0.0437576428275293,0.7580686884023073,0.02236830871681038,0.8749306070750623
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_14,52,-0.03491792629285369,0.8058752116699672,-0.0704345598907197,0.619766705279146
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_15,52,0.12190251200332643,0.38929326829478306,0.16887219328950737,0.23139607724150213
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_16,52,-0.08004123507009105,0.5727126107611407,-0.15982241953385126,0.2577298049455155
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_17,52,0.06875854248294655,0.6281404880350968,0.11363442329036114,0.4224875997704918
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_18,52,-0.18544824294872614,0.1880972586712119,-0.20071715188252368,0.15364515541310445
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_19,52,0.1419309513769143,0.3155273425418007,0.15154102279518483,0.2835305641407546
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_20,52,0.12055249437417935,0.39460550520454774,0.13924699052335013,0.32485884608346904
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_21,52,-0.36570645460894696,0.007674007365955946,-0.4061299410910953,0.002813922855654903
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_22,52,0.16419950915969422,0.24475177509067425,0.12379407495944675,0.3819214825012226
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_23,52,-0.170878228409978,0.22581929477302365,-0.10219414325962604,0.470965482531847
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_24,52,0.034603599478476355,0.8075892998788562,0.05745752582600529,0.6857754921863055
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_25,52,0.08305210195100673,0.5583114867748546,0.010842653461965338,0.9391891608144691
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_26,52,0.0037274918509753053,0.979077086134281,0.04183385981388201,0.7684034334909465
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_27,52,-0.24181366752331665,0.08415177621011237,-0.15307777682916418,0.2786190701148536
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_28,52,4.187139645393063e-05,0.9997649440899802,0.02219755826859045,0.8758778010386571
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_29,52,-0.07754418667630959,0.5847842339101126,-0.21727994535985656,0.12179329507400448
Orthogonal,REACTOME_COLLAGEN_FORMATION,embedding_30,52,0.13332554746726005,0.34605510701652287,0.09399812174506958,0.5074441455456241
