Genes,Sample 2,Sample 3,Sample 4,Sample 5,Sample 60,Sample 6,Sample 7,Sample 8,Sample 9,Sample 62,Sample 10,Sample 11,Sample 21,Sample 12,Sample 13,Sample 63,Sample 14,Sample 15,Sample 23,Sample 16,Sample 17,Sample 18,Sample 19,Sample 26,Sample 20,Sample 22,Sample 24,Sample 25,Sample 30,Sample 53,Sample 32,Sample 34,Sample 41,Sample 43,Sample 91,Sample 45,Sample 70,Sample 47,Sample 92,Sample 48,Sample 49,Sample 93,Sample 54,Sample 55,Sample 94,Sample 74,Sample 96,Sample 75,Sample 85,Sample 86,Sample 88,Sample 89,Sample 72,Sample 82
TUBB1,12.0321955116287,13.4971917965382,11.7357713497359,12.954821026756,11.8829730783831,12.5777732976069,12.9407109967129,12.5685389169206,12.0486925893651,11.8256663776128,12.7243652750194,12.8689184607092,12.2579326956788,13.260851012172,13.1031297772748,12.7481941581893,13.0266991138581,12.6332222788382,12.648462511878,12.5240545680336,12.5250966937815,12.5784471935399,11.6460824524884,11.8968725748958,12.8887138637457,12.189238078621,12.2128389517543,12.6655669829317,10.3281358655213,9.82913808719834,10.8939925455758,10.2258688502609,10.7567748017044,12.4023511625128,13.1080370126596,12.2880316811882,8.69211171244158,12.1728811384268,13.3048412359284,11.6314433797841,11.1855871721777,13.0819505740914,10.5780676495049,11.1894884222279,12.9213764527867,11.9255307232229,11.3382117110885,12.5554324504373,11.7210449296404,12.6444631986723,10.4398699591446,11.5773139698521,11.6961459064416,11.2022275372872
FBLN2,7.92474501400567,7.77942987029077,8.05617803464648,7.18441663785647,7.93076033467588,7.70177647421462,7.58508166453011,7.64993689615981,7.41320841705344,,7.55098452218794,7.56353019393651,7.63733582217165,8.2987915818906,7.18504704900672,7.63361541753931,7.47015189322796,7.49949819685787,7.64778013997341,7.7390161100083,7.70350314875701,7.7984733851009,8.1262276691141,7.71805868127884,7.44927535952139,7.87030957067767,8.09188708635677,8.26342263182651,8.41031922352425,8.16914156818773,8.0999814953532,8.03308244882462,7.58724256777968,7.38703393849955,8.05726729200967,,8.2553823718632,8.61265189060991,7.73392081239042,7.65504297341831,8.43364647822261,7.54966897707061,8.11566018679401,7.77651958642067,7.56676180632441,7.7175817602374,7.28319288821674,7.42062050923302,8.06620919634642,7.23562509584768,8.20521620695678,8.2024734994988,8.13841763074372,7.85510525252566
GCA,8.24297564778591,8.05882627711087,7.7855550193492,9.20325364525008,9.57654336580856,8.684514280043,9.4205587670978,8.12854309442001,8.39386515765696,7.1743682720292,7.94806072567113,8.08658804150722,11.3156450399016,8.06443858225743,7.78108255199407,9.86420877637077,7.78764105540565,8.14057689760873,7.73481983963354,8.01960890950126,10.4806568138687,7.77985181798629,,7.85144906898036,7.84308501620631,7.22188583964739,8.62349177499285,9.40544859088038,13.3645491149325,11.0606959343102,,8.93702588140122,7.8241960408218,9.31659550425549,7.52060753235214,10.7596160109129,11.5847409749983,8.2169937408651,,,10.1634214008822,7.32193246944736,7.92803116871711,7.22978607985663,7.97115082840491,6.92050636838023,9.45813549799524,11.1747340241403,6.76991310544928,9.96491905071744,10.2667770130982,11.2828895400015,,7.55089483153566
FGA,12.40979659306,12.4040350282563,12.0223070772705,12.4387947851035,13.0051086948067,11.8215714603737,11.7379982835113,12.6626705490617,11.4734534510752,12.9680012979687,12.371733455863,12.2547853232236,12.6218625965897,12.6752946440766,13.024797247109,12.2801365873688,12.5817451717687,12.7199349759964,12.3730180017522,12.3863636375701,13.1626556565099,12.8467202256359,13.5422372707345,13.1848626554162,12.7606015802699,12.1392528474313,12.40744088932,12.3474651553688,13.1633586180599,13.4453806347312,13.5605396862539,12.962850064431,12.6711736871969,12.300784421703,12.7435460501717,12.0258482020189,12.4593243394033,12.7640828466254,12.5016494257112,12.2363316456569,12.7088864920121,12.7677130656093,12.856102759421,12.8340682998224,12.2959770750965,12.1036820061499,12.8422151335318,12.1085248882517,12.834473057016,12.9220085338516,12.7865496660364,11.5784591687945,12.7114364349505,12.9755835839955
CSF1R,9.13286628429514,8.81578763948659,9.36226889914138,8.9278265821909,9.04015173697369,8.86126323473184,8.04334348867261,9.20378760536258,8.7641292346732,9.21343672986355,9.04990027660067,8.60182017381603,8.50339625123514,9.39476217630865,8.83723064192154,9.06184526120628,9.17065109557128,8.62459059014193,8.5094641676214,8.49920972688535,8.4323219223867,9.24945423776972,9.85284205865916,9.38450442093021,8.92636106730327,8.8547292611635,9.03850103774973,9.24691981568601,9.42924925469889,9.91795395452926,9.240884849748,9.67422688740053,9.1411087460357,8.27844534701217,9.23587630163738,8.2709507207206,9.00817523178688,9.20881168128146,9.25121646684807,9.33038596056859,8.71909753554818,8.35641394529654,8.79179125717475,9.17422529481477,8.65486805249235,8.57218800283879,9.20312361070988,9.1973369688225,9.23008358840058,9.27437106970187,9.47756980883584,9.18875050856769,9.47039379078841,9.52572063965471
SELP,10.3339637748712,10.3550166801149,9.90718563431654,9.90827247325689,9.17735099986624,9.90200887514009,10.6490654958687,10.2472201422286,10.0629253264633,9.5402335253178,10.6435332022772,10.549545223623,10.3950878877817,9.92568715597746,10.7043237533416,10.4864066268304,10.176835073384,10.3895468279978,10.3491551234124,10.3743192362802,10.3434728841311,10.323408120741,9.2287083901307,9.7352952778298,10.368043536302,10.2327379507275,10.2403676723786,10.6025416482049,8.7835258640684,8.45062276444808,8.56194801253884,8.8863750280754,8.87278046956144,11.1051513747227,10.0296475806954,10.9978964959843,8.29050198398405,10.0524020448996,9.92799463811638,9.06127034532359,9.66639411891117,10.0521431666551,8.78773155563666,8.74539169515303,9.91301978814711,9.1172739085308,9.12393720143187,10.2007399677216,9.26220097086352,10.0065115517215,8.52638074941799,8.86606948504115,8.68585937910825,8.65467266138997
EIF3K,8.70954328914763,10.2451214357776,8.16354469140586,10.0398007805225,8.62055047389529,9.27248465891349,9.23692405854496,9.29030790035371,9.1415024669781,8.37945907230092,9.03586574675186,9.16249433996918,8.94569386215229,9.74853428986414,9.39684316994417,8.98307814359048,9.24195297320983,9.4747090116239,9.11455810729296,9.16955729465873,8.8785564252239,9.22799586850658,8.20334446143362,8.1001704195956,9.02636857604565,8.92097804821403,8.90089253362476,9.63941127220022,7.80317669787836,7.81441821946741,7.93138093910428,7.55115284742309,7.76531510774958,9.05377014858059,9.2434494568556,8.48221124323235,8.04453202233138,8.71122328928263,9.69095186061594,8.48917919808153,9.32718504357244,9.38974073530425,6.85465358258624,7.88027027947462,9.78984413146675,8.44495709779203,7.98235790096336,9.54708585491845,8.58837689165974,9.60617781074052,8.02253139639854,8.5192672516603,7.96252576580987,8.16876221806343
MSN,10.664296647908,9.36538392208055,9.8473289034442,9.15965699657824,9.41793531318778,10.1549322506231,11.3592004393635,9.46505166404829,8.86044050875339,8.97029591046674,10.3793525656949,10.3144492652158,9.22036395858002,8.75707890795147,9.83957622127079,9.65547972117336,10.1830489923109,9.98712746332919,10.0136487330432,9.87162817566558,10.0502475711849,9.34046878397642,8.49303591466565,8.7529631177579,9.11856355254762,8.96845548890184,9.31327084188558,9.86399189441063,9.15035525753902,8.96523253101899,8.14046535141192,8.55998139115057,8.74570643668534,11.3459216346223,9.04517074838402,9.47592607489281,8.55338888814509,9.7606819887618,8.87400979016136,9.48841711100733,8.89313516678829,9.44813972522907,8.55941297735689,9.24051781947908,8.92523355285446,7.92712191626495,9.02609043891841,10.4028043758071,8.31585186040548,8.77985565347636,8.15845361667154,8.77000210721033,8.31314795445773,7.60373184371595
TUBB4B,11.6599832318243,12.8801357261896,10.7397652710942,12.6195490764212,11.5255489813521,12.1061662329787,12.2869488343211,12.3809043910863,11.4663598769536,11.3921032066846,12.1579652801722,12.0802182687726,12.3343019081067,12.5451017669484,12.5321418958744,12.073243936166,12.3617331569703,12.2632100443867,12.3143609831007,12.0164117390688,12.0558127595087,12.0779043615802,11.0721374955722,11.2360477139968,12.1381270945735,11.7027962817485,11.9130265092047,12.3963486894875,11.2494102909803,10.4530718555442,10.2762290239095,9.80350604113984,10.2784151540768,12.198721920036,12.6914138246749,11.8428778013704,10.5688334667089,11.8451562986366,12.8801392194041,11.0984767118565,11.8612339996437,12.7982210523771,10.3848833080964,10.5928685985331,12.5145929919915,11.1606030546716,11.0900987766101,12.5207080375761,11.6216567694513,12.7799148266493,10.8516416067802,11.0943713683165,11.3479302039022,11.1768381371347
PARK7,9.94290506965142,8.38391570331934,9.16075798194177,8.51456792916754,8.13383448508181,9.27687098535009,11.0667198500638,8.28091981659223,8.37341078583475,8.29600635260447,9.73553662213206,9.16669992516782,8.51964202125684,8.28315858619133,8.42655855311024,8.80479523228496,8.81489800380588,8.93441133281948,9.37203653612303,9.0939792676679,8.83685329312162,8.18851751797499,7.28301808163886,7.95180980651994,8.20186920702096,8.32227987689315,8.8659689618092,8.51962074694299,8.05689944797784,8.11672728321299,7.53465410073469,8.00165271014629,7.39920693216869,11.0844312346312,8.31654118725051,9.31464135960701,8.95805627247599,9.01560802281049,8.15345381882205,8.46187308222236,8.69719193438103,8.26284019193024,7.83874375584486,8.17683814125717,8.05634626077964,7.85945907703997,8.23561316643325,9.64668729522012,7.44482049549658,8.25659187666081,7.06057919057013,8.04579352192503,7.59569973322944,
INHBE,7.24426343922269,8.18556790069795,6.5224932174508,7.408809631101,8.373135242356,6.97602025923455,,6.84077566944054,,7.08645745693517,6.45298745598925,6.82800065348128,7.78496154212771,7.10928536941082,8.03901413266197,7.01584973267201,7.57272727598071,6.79542426896612,,7.11255950224013,7.89777094984788,7.86203673541343,7.76708484247502,7.13821176698469,7.7842619614256,,7.32644813846222,6.65791686755786,8.15482508993583,7.56310055115965,7.57430323607029,7.58821897030153,7.69740808492627,,7.89025633590153,7.29387719387805,8.43519902459497,6.81685329212688,8.01558341019743,7.10290494900239,7.76096480386954,6.58860735038728,7.98549481989129,8.25215818783492,8.29193541699109,7.38513562907155,7.87344739655183,7.1568744299566,7.96627856222599,7.29883231506785,7.93460674840307,7.73651759382887,7.16187024708603,7.86633858823033
MPST,8.75699747480399,8.47598863462094,7.79383790498368,7.96069550838908,8.00836951187054,8.53848538492897,9.23862904678782,8.63562368439974,7.99739363385586,8.01368162371766,8.46597205504286,8.85203496251183,8.41559083868164,8.44742238873013,8.77152629449018,8.29467878096476,8.57741836554374,8.54493876193223,8.69771282656442,8.58005786286254,8.66098568610469,8.31683709170934,8.22309648949085,8.17205887675607,8.24447576532609,8.27623548224813,8.98153815442812,8.42614800025677,7.72268778628896,8.02671242073402,7.51312817474405,7.81667011101025,8.21350917575642,9.34245811376378,8.70207855319293,8.63684456804428,8.42364555976612,8.57309829039714,8.57007900725421,8.51698297007215,8.097440828156,9.17301782959001,7.49276178709806,7.6897761850958,8.49837162550958,8.13482061133092,8.10096357625188,8.80984510925768,7.50596749992975,8.30990670407584,7.99058882948575,7.79664740223823,8.18916588199865,8.17907284440781
NDUFA7,8.59935168502081,8.48964186216878,8.66741046929853,8.32681693132104,7.75832304450572,8.08697242258658,8.94277707389356,8.60971978134554,8.69332091282225,8.33339915467096,8.64309561979589,9.03889102030888,8.54448478982358,8.83416551204364,8.78388066112496,8.63948104507278,8.62359140583223,8.66026900642456,8.46158556147119,8.65208088626689,8.66659514560214,8.37252321529663,8.37424331217991,8.60241821886754,8.42176841869553,8.77507492930945,8.07627702923947,8.92618682813375,7.70756790592808,7.96324964140597,,,,8.94557432336026,8.23470377044634,8.96058294368498,,7.8628069775151,8.48882152067152,8.50562829283195,8.34251604585707,8.77490982209097,7.75479130860102,7.7324900736997,8.83445747560957,8.29438200879628,7.2829023255098,8.5446284643278,8.0689752532657,8.88390700362751,,,7.94173913625956,6.95384570632912
DSC3,,,,,7.85730934436259,6.90992422978095,,7.08150863623124,,8.05808497812279,,7.25127242463655,,9.83041300997999,7.72919086520714,,7.34674480570119,7.1746150537614,,6.56454779277305,7.2718740767474,6.67730213881199,7.32533330095421,,7.73742003358253,,6.61693811545094,6.96426549351501,8.4069115745289,,7.89674613788868,,,,7.79411110778141,,,7.16449529579803,7.4242429404026,10.6068813223855,,7.10278973876504,,7.4717989799762,7.6949275971414,,7.49980366078166,7.61590244096421,,7.75943363162152,7.28788396150781,7.30654322743057,,7.53617885438277
SERPINA4,9.36071306847436,9.43192857288726,8.95826514685966,9.23099373955498,9.56038765186754,9.36203459559086,8.96515916282649,9.38100656552595,8.23505331219022,9.06388957195698,8.88015147249776,9.24548031789813,9.44893366915466,8.59478715046764,9.25682048604889,9.5084038974569,9.70097188726111,8.78152390956797,9.204335475899,9.22376511581122,9.0973517257085,9.20274373314662,8.97076978764571,9.20738175607493,9.40315448791342,8.66003192179493,9.23242479451707,9.20516554309111,8.92933030708215,8.71272626655198,8.9943949853504,9.14259297463743,8.95438028284241,8.55734918741527,9.01554064794287,8.97245948344308,10.7934137278049,9.31960485041148,9.56123014078762,9.00426835113965,8.60814256371875,9.42373349444206,9.01124730014513,9.89923139934701,9.4992909430903,9.94270253194404,9.83967130978275,8.94402098178477,9.52604294182749,8.45174933245942,9.882309634985,9.38634865877403,9.41668114192148,9.73575038323303
SRL,8.22318310234964,8.04692448822387,8.67237124313781,,8.69754719485891,8.8347111637355,,8.05264619374723,8.1950422132562,,8.66644507037963,,8.89781521723361,,8.54201010745344,9.38325140905319,,9.32488254893816,8.3121483364896,8.41884673055397,,,8.73491938899594,9.16086475306984,8.88000290901399,8.8161190644131,,,,9.68243605989287,8.65993984706956,9.21115921889973,7.99001653339463,9.359943526385,8.56960578176302,8.74349174967579,9.02354779998963,8.94217643702522,9.15629637308403,,,,8.8738468550686,9.38576083294336,,9.07702196160645,7.70500209754437,8.59981342255965,9.30154705829708,7.78789460142243,8.8818020235511,,9.0768474880548,8.12725298116329
ATRN,8.10049030524825,8.33148049421795,8.22032560949657,8.1703012242455,8.3460330137796,8.18728608684495,8.06066638646152,8.18062391496235,8.12933624465031,8.73431023935024,8.54188915476221,8.3411158433671,8.4739005735171,8.14148168639396,8.12989378827178,8.52324489400605,8.57791330756273,8.15911474385059,8.81506122850207,7.99391427023936,8.13670939249901,8.33104910316197,7.93560302182237,8.27364240012208,8.38034386768818,8.38340550143492,8.37228685900823,8.38151736437955,8.01497437979573,7.87346461023299,8.11224664485006,8.36517792682931,8.20049863078737,7.6735535050538,8.29453655352152,8.04889005100817,8.45160870914257,8.14868850509304,8.35486682206567,8.35795591398077,7.74107751328813,8.31028977226537,8.09935247723708,8.41955661059862,8.49104538874058,8.88345394099846,7.90840856491053,8.08858199395915,8.00344493820961,7.86188740770759,8.69669618468149,8.01807615469445,8.73924747374009,8.26757019719586
SERPINF1,9.08078361715288,9.77309944250146,9.70326901555729,9.53746364143231,10.4745277817707,9.70130814407854,9.52649689952834,9.40814536038309,8.79469781565277,9.57682479642373,9.79235276345721,9.68688128800275,9.94975755299702,9.2980323462162,9.8929941781302,9.95165854159445,10.066539363327,9.59649066222421,9.93097641041916,9.55371673912564,9.99784608282549,10.0706060754019,9.31626744729031,10.0380963487623,9.93426922680777,9.72774862681809,9.99316116066032,9.75995493335658,9.87945357690186,9.50450788219088,9.57646287597716,9.48703776018729,8.95431517789326,9.55637161569977,9.45618571293488,9.325890046428,10.3576908791114,9.89858683750219,9.46653623973207,10.012087101276,9.00281155830332,9.443113897068,9.29077424839446,10.0808957582982,10.1181472189551,10.3512573871118,9.44518764112989,10.004729752043,8.95715273416112,9.14083570553986,9.98773369830423,9.99604494597387,9.83994131596774,9.64427112473034
DDB1,7.12183048872524,8.69359488972432,7.117789184678,8.30388385049824,7.58225900850201,8.22765561784094,7.64884211947136,8.07349208305445,7.8051473829619,7.38794834613241,7.51584445196534,7.5283899827035,7.97225408542447,7.91517790856071,8.18068401356291,8.3240636557622,7.6320644380515,7.66229966658972,7.33103140384964,6.69362706270251,7.64959804693096,7.11091760413974,6.82886016738188,,7.72149224236624,6.33158715698978,7.88392061077865,7.84459950459143,,7.07868059409252,,7.06024284540376,6.97374916890724,6.96361765655784,7.60372599223451,6.63983722724932,7.86739896382333,7.18722071205383,7.6635179027289,6.75314993454371,7.55234434717877,7.36467989103407,6.66146184607287,7.24525658201004,7.76266810046617,7.07265538862347,6.6108791773785,7.54841564930255,7.29082443183568,7.92981928953337,7.05443567678685,7.69578434337745,,7.16610999178702
GP1BA,10.9572388210538,11.530983881823,10.808014379726,11.3146262355457,10.5857819819618,11.291183026564,11.288631676212,11.5727119459644,10.5930270214847,10.5977223293608,11.3092734786548,11.2953993709253,11.1845785622717,11.3748117160841,11.6909303575862,11.2675020013837,11.3877954775659,11.3112633674436,11.1123303848216,11.1684794479693,11.2182696311436,11.330853557701,10.8528669738888,11.200323978593,11.2996377123859,11.0615086031946,10.9037008523675,11.4486302016009,10.0953141957548,10.8075824916199,11.075523447434,10.7827744846772,10.5836507793274,11.2102464504885,11.5665539012948,11.2817746929851,10.6949528357285,11.1598107758108,11.2549581457912,10.7950385517003,10.9644860914493,11.2132050415776,10.6552570454397,10.5979629907316,11.0842048611575,10.8199174258489,11.0869909957551,10.7537129468515,10.8533221143262,11.2413304293863,10.5804560068914,10.153541169572,10.8209568543855,10.9407997579191
H2BC12,7.98599726850069,11.8681836052092,7.70015053131167,14.7450433277765,10.8219031863626,13.0897847548347,13.5207063306991,10.8454234954025,11.4323352658286,8.42221909922697,9.59455212794602,8.73403462394727,12.8892820781763,11.3490574036666,10.327398428163,8.78567204841606,9.44684301687088,14.1568452897131,8.9958946317798,10.2610356489431,8.23659354010346,7.9613351740622,7.2907495201155,8.2064284293709,6.97739830826871,10.7265635542602,14.0912509172211,11.0175463330074,8.6373528407421,10.8440478441635,7.25581732449445,7.94299203073463,7.79276686715108,10.4444252496438,8.27587188441874,14.2818765623296,12.9680050741271,8.68843320136777,12.0207859652586,8.64080544257546,12.6408356598813,11.1023309218938,10.7692554353212,7.81176677748217,14.0581265526922,7.84686433261928,7.93709241578411,15.5648153677619,9.58259636579272,14.0103182954135,9.01732774507097,9.05741591576715,8.63259764974319,9.02311781315867
GNAI2,10.6732661552438,10.9771395212235,9.9974869377777,10.9486923839085,10.3066590099154,10.8437826134612,11.4427098230292,10.7120457990889,10.3974525866967,10.2318355402569,10.9538006408534,10.9494898525355,10.9304938645991,10.4662230023027,11.1710369769539,10.7895923297506,11.4085361987572,10.8373505554023,10.8303041311026,10.7690980777364,10.7146553499767,10.5722112553549,10.0934548423238,10.6163673773705,10.6042282662102,10.2066595564481,10.7174371495221,11.0090378988073,10.5913802490535,10.0253138352661,9.26294777555291,9.29186385943857,9.38215420295769,11.3606047003096,10.4986854331039,11.2990719206711,9.64223969714968,10.4823443706594,10.7043529654499,9.96449581402444,10.4293712868508,10.8687736011468,9.41255196775438,9.62240912058859,10.6270604130412,9.91571452952427,9.9279145465272,10.9951800491369,9.9515572283135,10.7446255266633,9.44661858614738,9.99491496994354,9.54415361241157,8.36311551915641
TPM2,11.4019612477351,11.3875699845198,10.6765876161307,10.9432102648436,9.38263938853843,10.5596372249241,10.439931604549,10.7645236311366,11.6488312877742,9.75838601694219,11.4339025866799,10.7229067592143,10.7558846772295,11.4527232887746,10.7059005605224,11.1310992423965,10.4963768443134,10.8650690753672,10.7512162340665,10.9408449762091,10.8480957509508,10.6873934212341,8.51939094955152,10.2178117151863,11.3323532232391,11.5653303174236,10.6526543065273,11.0044656766165,9.18506366042052,9.68673063187306,9.01101805307502,9.08150549647382,9.12054551180015,11.178234547413,10.468316660067,10.197136393397,9.4467877458452,10.9609171923422,10.8277714870841,9.54789632510201,10.620535924477,10.5573030001502,9.29115475794462,9.14733589312056,10.4801551952201,9.70085365634383,9.72250068149115,10.5669683312105,9.79136560026766,11.1385826564962,8.29015583071265,9.81842619599335,9.36449790383223,8.92009008647353
CDC37,9.67562237852355,10.8511096587173,9.31169418836242,10.5480650068407,9.24292671154638,9.93413108062024,10.1024591315762,10.1648435174448,9.94871420046405,9.11689513041295,9.9257554706146,9.7984961313057,9.70963785004523,10.0034355892995,9.91144675509228,10.0718474095907,9.54162012341538,10.0418947442468,9.72742640281471,10.0608379460916,9.79950222526536,9.81010394739625,8.41088217538894,8.61993362055419,9.50820984262531,9.77899865566418,10.0383367935354,10.3855898616989,9.01056647623825,8.77079190625426,8.12206948362891,8.17688414886641,8.23034365002048,10.0104902203118,9.83109403545939,9.32137727440368,9.5094805731126,9.42625084260235,10.0123968690222,9.10900106464166,9.5755951986975,9.72108104829524,8.06075617095016,8.32580441407946,9.75376304319363,9.01045484586044,8.34731982677525,9.59681922775051,8.51073709745436,9.74834969437837,8.11545778306279,8.21694569682587,8.26271979001764,8.45070477483808
PMEL,8.66272942005451,8.99331215630479,8.46785716735685,7.75606536409286,8.59657050871946,7.97528278786663,7.38356208699474,8.3669679216596,,7.52310630084355,7.9082689787252,7.61288093950966,7.79882123222969,8.24461194341636,7.00912649807243,9.32474723471629,7.90857790220179,8.1178818685079,7.43603693308744,8.71676643383038,7.71566919712089,7.96289110737845,8.93833504101823,8.54453821111312,8.0933627937248,7.44518322510494,8.0938850793826,7.94701926372192,7.93918714828765,7.68522561343176,7.59194083540644,,8.49122321687008,7.79174967834926,8.47420252353385,8.42207797377762,8.76274202632835,7.47904890263819,9.19441919567387,7.91472552492926,7.70532505596871,8.13924764218438,8.03486910067828,8.89693897116863,8.08601283065203,8.79134679514491,8.12735039146833,7.42450819842442,8.04559919344543,8.4845507781142,9.00944735549299,8.20972185128492,8.77570708110336,9.12686121511649
CETP,8.85406942025841,7.79284410929948,8.98975084404694,8.28840610004398,8.37810902826332,8.84404767933749,8.16852911407662,9.11713607607517,8.51238681887888,9.00743239494449,8.21838386708423,8.62106339202797,8.92718100885748,8.38980748068309,8.19998907891756,8.98154622837127,8.56707439900553,8.49023582855943,8.81745726440356,7.58950147155529,8.39911346353136,8.75458841523049,9.22011835237597,8.80865025624484,8.36057666460437,8.36142457068109,8.64010021754493,8.91574956395947,9.04677352586328,8.57122759360061,9.65245887744236,9.05991062414768,9.13845207235937,8.48397460093642,8.18128962311946,8.85702072855684,8.73189027394431,8.9642734109477,8.97890621828904,8.74086803014859,8.41174037193668,8.84173618765547,9.11825037977209,9.0572012794928,8.93051765043078,9.16030160711019,9.44361621421979,8.58109117498242,8.72850763360102,8.58988457871475,9.03279481486479,8.99066568729748,8.93528393451674,9.14702107906985
PLXNB2,8.31561662096194,8.26212901851176,7.79548015232239,8.21401880758114,8.10238271292159,8.31739085354952,8.34161462693937,8.19734420848591,7.78243195446603,7.79154403713446,8.36186647159986,8.29957796500056,8.07300004517144,8.45607057974052,8.54769319345005,8.38025610227552,8.39769725750024,8.26436538136549,8.12748937572763,8.2784482909849,8.30797193439432,8.07366287401663,8.37110390828951,8.35879056188741,8.48876471135044,8.35735641486893,7.83313591081876,8.33167156747064,8.6324426114466,,7.45955698604887,7.95581887839228,7.75755000380793,8.40343519336872,8.14219030384313,8.12965563638022,7.8349393001361,8.10513613403009,8.46091176950354,8.29784921071978,7.91580307109816,8.18505405715436,8.24388680320012,7.52912734489644,8.23028575345061,6.65761888527599,8.28168653369691,8.40176857422622,8.09949439208576,8.44810131871124,8.43783011781052,8.20088104971638,7.92539086278374,7.78999400177785
LRRFIP2,10.1981758477539,10.3264832495124,9.61068434614533,9.96557811706166,8.95339974439834,9.92696663549261,10.5563583068229,10.1039422805561,10.4546452637847,9.71896883357533,10.168869880328,10.1811834503288,9.9936930992574,9.95362266602975,10.524627317507,10.1744507659148,10.4939821727587,10.031289335691,10.2435138190185,10.2695482140983,9.82545632945171,10.1112720868379,8.97301347723466,9.87003523457658,10.0833489335024,10.3053958924873,10.1180016088797,10.4004208030418,8.24920558207144,8.48465879362225,8.18006191974218,8.35068905068348,8.9786284864277,10.4551560686866,9.91214010871969,10.2800019449501,8.32650228411318,9.43143802861569,10.4033909742488,9.03340375382241,9.95644701407598,10.1416936447583,8.59217422005683,8.56004574008692,10.0380039774727,9.24466570413984,8.89076298217462,9.87591648443257,9.03122429206515,9.94629371790355,8.73086601301419,8.97441147752867,8.97425914312728,8.26897340340752
PRDX3,10.1605276960214,10.8162838393228,9.46793529950787,10.6087599122412,9.49883792573485,10.6612833723542,10.9629721493271,10.3485691425973,9.66662158684485,9.50733856715713,10.5774264940424,10.410183261797,10.3864312066816,10.024502881256,11.0009146671708,10.4483898910175,10.8887601633805,10.5793549583721,10.6685420319302,10.0983793213202,10.4878334673151,10.1670436106089,9.38416220542388,9.96994697692308,10.4956554301549,9.71745673745555,10.115710906878,10.6331403996163,8.51270136770385,8.12179685187723,8.59854505460507,7.91666382701695,8.47250222090455,11.0008744079774,9.88662431792424,10.427526489902,7.63188047172465,10.3271957517745,10.624646323798,9.63887999305605,9.30125313765119,10.9072615019624,8.59994827723267,9.15158075414311,10.3981503982897,9.43050787742839,9.39321554817889,10.9253695131898,9.55222302708582,10.867709156047,8.94871787468878,9.98441376922178,9.29728522516266,7.95334809118137
CLIP1,8.12866559263102,8.6864397084533,7.790488261371,8.2997241473917,8.11695526603831,8.16419070503522,8.56126731529682,8.30146350391358,8.45297724564342,7.86994149775465,8.19906050242863,8.21527541926284,7.76096966488143,8.31762357382843,8.39933441020554,8.27752481181193,8.59331166778504,8.21486435405672,8.33383215871226,8.11250139638323,8.2420486878911,8.21644537351999,7.70856266543123,8.21328297035285,7.97925029058695,8.11879675846547,8.19339135014243,8.4041782157622,7.12569180089542,,7.22869005711822,7.39013648360727,7.58627097586486,8.62855022570091,8.16248389154139,7.22553999045617,,7.56956121643684,8.42773307051199,7.98275707691785,6.87941393693785,8.32493341117377,7.23303788426841,7.62948969420038,8.31923844392929,7.98600406798659,7.6486422358279,8.03704798905049,7.54306574796675,8.07283996484351,7.46256441228003,7.64710159474016,8.02883063929834,7.86250376251622
APPL2,8.917293148335,10.5191335843369,7.53165565741779,9.67611054550564,8.36829863934723,9.70078139382237,9.01749065142676,9.93142599661259,8.32746984239891,8.09925623211719,9.07229285428707,8.91819441022118,8.95450948292944,9.70173348020787,9.62142921772908,9.09400689280696,9.04388573070468,9.63300886947167,8.69431456960704,9.06547118111199,9.40346906845262,9.39477085857547,8.36406054586424,7.8341370419151,9.35131689668885,8.2642084649304,8.72096307397656,9.61631754834154,8.02871866558845,7.44552542974939,7.759676625904,7.33126555697136,7.18708704850475,8.65841529666143,9.53674911682812,8.29608002136016,6.29523084564945,9.10584436648079,9.6510585602846,8.7673397994334,8.66149889089249,9.43048381031318,7.96152380863163,8.11584701239137,9.0266145253506,8.77269538557007,8.48740578540961,8.6756992145823,8.72166046262065,9.28363510742143,8.0572583797405,8.57460049054958,8.32641375063108,8.29637646364757
CTTN,10.5084890483654,12.3972401090769,10.330192823988,11.4033353998319,10.015441950122,10.8964796779299,10.7496735431892,11.2680858117986,10.9377000728985,10.244176614898,11.1882201033138,11.1694756767072,10.7333126154896,11.6042228177404,11.5347182765758,11.3791649540279,11.3749100590795,11.0671753934638,11.0885170543549,11.3869207218382,10.9838897996944,11.2314086905126,10.0155218145342,10.440607777575,11.1773653624518,11.2914927130454,10.7691120454451,11.5758531080753,8.86207590618399,8.85098592107735,9.15885082073597,9.05372552465225,9.56953959312504,10.856887196452,11.2502526276243,9.70701032273744,8.61824759094096,10.6208228458894,11.7649311747136,9.92811861401266,10.2508096761175,11.3428635916085,8.98828562938637,9.47603730446149,11.4150748319844,10.2382781340079,9.57914442924861,10.6474719960189,10.0927087117274,10.8054995685999,9.50760386361056,8.71219025767516,9.92422551719309,9.60659233046412
