Community,Mean edge importance,Number of proteins,All subnetwork proteins,Pathway,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Autophagy R-HSA-9612973,0.001055905508526867,0.026397637713171676,8.132992327365729,55.73829646771744,HSPA8;HSP90AA1;VCP;HSP90AB1;PLIN3
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,trans-Golgi Network Vesicle Budding R-HSA-199992,0.001055905508526867,0.026397637713171676,8.132992327365729,55.73829646771744,HSPA8;BLOC1S1;FTH1;AP3S1;FTL
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,0.0014211695818236668,0.03229930867781061,inf,inf,VCP;UBA7
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Lipophagy R-HSA-9613354,0.0014211695818236668,0.03229930867781061,inf,inf,HSPA8;PLIN3
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,0.0017307935811160266,0.03330357424217681,3.5901249256395005,22.83023360112823,PPP1CB;HSP90AA1;PSMC5;VCP;DCTN1;CSK;PSMB8;PSMB10;BCL2L1;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,AURKA Activation By TPX2 R-HSA-8854518,0.0018650001575619014,0.03330357424217681,9.887814313346228,62.139911123502806,HSP90AA1;ACTR1A;TUBA1A;DCTN1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Centrosome Maturation R-HSA-380287,0.0018650001575619014,0.03330357424217681,9.887814313346228,62.139911123502806,HSP90AA1;ACTR1A;TUBA1A;DCTN1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,0.0018650001575619014,0.03330357424217681,9.887814313346228,62.139911123502806,HSP90AA1;ACTR1A;TUBA1A;DCTN1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,DNA Repair R-HSA-73894,0.0018650001575619014,0.03330357424217681,9.887814313346228,62.139911123502806,VCP;UBA7;RUVBL1;SUMO2
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,0.0018650001575619014,0.03330357424217681,9.887814313346228,62.139911123502806,HSP90AA1;ACTR1A;TUBA1A;DCTN1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Chaperonin-mediated Protein Folding R-HSA-390466,0.0023488192893572064,0.039431309869113494,6.563146997929606,39.73225827672119,TUBA1C;TUBA1A;VBP1;GNAQ;PFDN6
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Post-translational Protein Modification R-HSA-597592,0.0023658785921468095,0.039431309869113494,2.6135265700483092,15.802964990844735,HSPA8;COPB2;VCP;SERPINA1;DCTN1;PROS1;UCHL3;PSMB8;PSMB10;TUBA1C;ACTR1A;PSMC5;TUBA1A;RUVBL1;SUMO2;ELOC;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Protein Folding R-HSA-391251,0.002800358967875537,0.045167080127024785,6.259881422924901,36.79563099975026,TUBA1C;TUBA1A;VBP1;GNAQ;PFDN6
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,0.0030726610933537626,0.04655547111142065,8.353518821603927,48.32687137449221,HSP90AA1;ACTR1A;TUBA1A;DCTN1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957,0.0030726610933537626,0.04655547111142065,8.353518821603927,48.32687137449221,TUBA1C;TUBA1A;VBP1;PFDN6
